"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"NOM","Nuveen Missouri Quality Municipal Income Fund","15.5","$36.29M","1993","n/a","n/a","http://www.nasdaq.com/symbol/nom",
"JLS","Nuveen Mortgage Opportunity Term Fund","25.49","$405M","2009","n/a","n/a","http://www.nasdaq.com/symbol/jls",
"JMM","Nuveen Multi-Market Income Fund","7.51","$71.06M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jmm",
"NHA","Nuveen Municipal 2021 Target Term Fund","10.1098","$87.13M","2016","n/a","n/a","http://www.nasdaq.com/symbol/nha",
"NZF","Nuveen Municipal Credit Income Fund","15.05","$2.14B","2007","n/a","n/a","http://www.nasdaq.com/symbol/nzf",
"NMZ","Nuveen Municipal High Income Opportunity Fund","13.45","$813.17M","2003","n/a","n/a","http://www.nasdaq.com/symbol/nmz",
"NMI","Nuveen Municipal Income Fund, Inc.","11.83","$98.63M","1988","n/a","n/a","http://www.nasdaq.com/symbol/nmi",
"NXJ","Nuveen New Jersey Quality Municipal Income Fund","13.76","$585.97M","2001","n/a","n/a","http://www.nasdaq.com/symbol/nxj",
"NRK","Nuveen New York AMT-Free Quality Municipal","13.15","$1.15B","2002","n/a","n/a","http://www.nasdaq.com/symbol/nrk",
"NYV","Nuveen New York Municipal Value Fund 2","15.352","$36.07M","2009","n/a","n/a","http://www.nasdaq.com/symbol/nyv",
"NNY","Nuveen New York Municipal Value Fund, Inc.","10.1","$153.55M","1988","n/a","n/a","http://www.nasdaq.com/symbol/nny",
"NAN","Nuveen New York Quality Municipal Income Fund","14.28","$444.49M","1999","n/a","n/a","http://www.nasdaq.com/symbol/nan",
"NNC","Nuveen North Carolina Quality Municipal Income Fd","13.32","$218.69M","1993","n/a","n/a","http://www.nasdaq.com/symbol/nnc",
"NUO","Nuveen Ohio Quality Municipal Income Fund","14.961","$277.11M","1991","n/a","n/a","http://www.nasdaq.com/symbol/nuo",
"NQP","Nuveen Pennsylvania Quality Municipal Income Fund","13.42","$506.67M","1991","n/a","n/a","http://www.nasdaq.com/symbol/nqp",
"JPT","Nuveen Preferred and Income 2022 Term Fund","25.47","$173.75M","2017","n/a","n/a","http://www.nasdaq.com/symbol/jpt",
"JPI","Nuveen Preferred and Income Term Fund","24.8","$564.38M","2012","n/a","n/a","http://www.nasdaq.com/symbol/jpi",
"JPC","Nuveen Preferred Income Opportunites Fund","10.49","$1.08B","2003","n/a","n/a","http://www.nasdaq.com/symbol/jpc",
"NAD","Nuveen Quality Municipal Income Fund","14.17","$2.86B","1999","n/a","n/a","http://www.nasdaq.com/symbol/nad",
"JPS","Nuveen Quality Preferred Income Fund 2","10.36","$2.11B","2002","n/a","n/a","http://www.nasdaq.com/symbol/jps",
"JRI","Nuveen Real Asset Income and Growth Fund","17.63","$171.94M","2012","n/a","n/a","http://www.nasdaq.com/symbol/jri",
"JRS","Nuveen Real Estate Fund","11.12","$321.28M","2001","n/a","n/a","http://www.nasdaq.com/symbol/jrs",
"BXMX","Nuveen S&P 500 Buy-Write Income Fund","13.94","$1.44B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bxmx",
"SPXX","Nuveen S&P 500 Dynamic Overwrite Fund","15.36","$248.1M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/spxx",
"NIM","Nuveen Select Maturities Municipal Fund","10.115","$125.88M","1992","n/a","n/a","http://www.nasdaq.com/symbol/nim",
"NXP","Nuveen Select Tax Free Income Portfolio","14.37","$238.12M","1992","n/a","n/a","http://www.nasdaq.com/symbol/nxp",
"NXQ","Nuveen Select Tax Free Income Portfolio II","13.85","$245.34M","1992","n/a","n/a","http://www.nasdaq.com/symbol/nxq",
"NXR","Nuveen Select Tax Free Income Portfolio III","14.71","$191.9M","1992","n/a","n/a","http://www.nasdaq.com/symbol/nxr",
"NSL","Nuveen Senior Income Fund","6.8","$262.63M","1999","n/a","n/a","http://www.nasdaq.com/symbol/nsl",
"JSD","Nuveen Short Duration Credit Opportunities Fund","17.5","$176.67M","2011","n/a","n/a","http://www.nasdaq.com/symbol/jsd",
"JTD","Nuveen Tax-Advantaged Dividend Growth Fund","16.05","$232.47M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jtd",
"JTA","Nuveen Tax-Advantaged Total Return Strategy Fund","13.08","$181.07M","2004","n/a","n/a","http://www.nasdaq.com/symbol/jta",
"NTX","Nuveen Texas Quality Municipal Income Fund","14.3","$143.39M","1991","n/a","n/a","http://www.nasdaq.com/symbol/ntx",
"NPV","Nuveen Virginia Quality Municipal Income Fund","13.2","$236.72M","1993","n/a","n/a","http://www.nasdaq.com/symbol/npv",
"NIQ","Nuveenn Intermediate Duration Quality Municipal Term Fund","13.11","$171.7M","2013","n/a","n/a","http://www.nasdaq.com/symbol/niq",
"JMT","Nuven Mortgage Opportunity Term Fund 2","24.36","$118.66M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jmt",
"NVR","NVR, Inc.","2514.7","$9.42B","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/nvr",
"OAK","Oaktree Capital Group, LLC","47.25","$7.37B","2012","Finance","Investment Managers","http://www.nasdaq.com/symbol/oak",
"OAS","Oasis Petroleum Inc.","7.76","$1.84B","2010","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/oas",
"OBE","Obsidian Energy Ltd.","1.08","$544.65M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/obe",
"OXY","Occidental Petroleum Corporation","58.94","$45.06B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/oxy",
"OII","Oceaneering International, Inc.","22.66","$2.23B","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/oii",
"OZM","Och-Ziff Capital Management Group LLC","2.99","$1.35B","2007","Finance","Investment Managers","http://www.nasdaq.com/symbol/ozm",
"OCIP","OCI Partners LP","8.95","$778.63M","2013","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ocip",
"OCN","Ocwen Financial Corporation","2.74","$341.36M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ocn",
"OFG","OFG Bancorp","10.1","$443.87M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ofg",
"OFG^A","OFG Bancorp","24.2939","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ofg^a",
"OFG^B","OFG Bancorp","24.3968","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ofg^b",
"OFG^D","OFG Bancorp","24.048","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ofg^d",
"OGE","OGE Energy Corporation","34.14","$6.82B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/oge",
"OIBR.C","Oi S.A.","n/a","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/oibr.c",
"OIS","Oil States International, Inc.","27.6","$1.43B","2001","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/ois",
"ODC","Oil-Dri Corporation Of America","41.8","$305M","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/odc",
"ORI","Old Republic International Corporation","19.45","$5.13B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ori",
"OLN","Olin Corporation","30.06","$4.99B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/oln",
"OMAA","OM Asset Management plc","24.4508","n/a","2016","Finance","Investment Managers","http://www.nasdaq.com/symbol/omaa",
"OMAM","OM Asset Management plc","15.26","$1.67B","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/omam",
"OHI","Omega Healthcare Investors, Inc.","32.27","$6.35B","1992","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ohi",
"OME","Omega Protein Corporation","16.2","$363.54M","1998","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ome",
"OMC","Omnicom Group Inc.","80.69","$18.78B","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/omc",
"OMN","OMNOVA Solutions Inc.","10","$449.11M","n/a","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/omn",
"ASGN","On Assignment, Inc.","53.82","$2.84B","1992","Technology","Professional Services","http://www.nasdaq.com/symbol/asgn",
"ONDK","On Deck Capital, Inc.","4.63","$335.6M","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ondk",
"OGS","ONE Gas, Inc.","68.8","$3.61B","2014","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/ogs",
"OLP","One Liberty Properties, Inc.","23.1","$426.24M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/olp",
"OB","OneBeacon Insurance Group, Ltd.","18.27","$1.73B","2006","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ob",
"OMF","OneMain Holdings, Inc.","25.04","$3.39B","2013","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/omf",
"OKE","ONEOK, Inc.","50.88","$19.33B","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/oke",
"OOMA","Ooma, Inc.","7.95","$145.27M","2015","Technology","EDP Services","http://www.nasdaq.com/symbol/ooma",
"OPY","Oppenheimer Holdings, Inc.","16.25","$215.77M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/opy",
"ORCL","Oracle Corporation","49.88","$206.34B","1986","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/orcl",
"ORAN","Orange","16.09","$42.8B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/oran",
"OA","Orbital ATK, Inc.","100.95","$5.83B","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/oa",
"ORC","Orchid Island Capital, Inc.","10.16","$354.35M","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/orc",
"OEC","Orion Engineered Carbons S.A","20.7","$1.23B","2014","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/oec",
"ORN","Orion Group Holdings, Inc.","6.97","$193.71M","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/orn",
"IX","Orix Corp Ads","78.79","$20.87B","n/a","Finance","Diversified Financial Services","http://www.nasdaq.com/symbol/ix",
"ORA","Ormat Technologies, Inc.","55.82","$2.77B","2004","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ora",
"OSK","Oshkosh Corporation","68.49","$5.12B","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/osk",
"OR","Osisko Gold Royalties Ltd","12.31","$1.31B","2016","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/or",
"OUT","OUTFRONT Media Inc.","22.48","$3.12B","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/out",
"OSG","Overseas Shipholding Group, Inc.","2.63","$195.42M","2015","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/osg",
"OMI","Owens & Minor, Inc.","31.79","$1.95B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/omi",
"OC","Owens Corning Inc","65.42","$7.32B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/oc",
"OI","Owens-Illinois, Inc.","24.3","$3.95B","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/oi",
"OXM","Oxford Industries, Inc.","59.17","$994.7M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/oxm",
"PAI","Pacific American Income Shares, Inc.","14.99","$141.95M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pai",
"ROYT","Pacific Coast Oil Trust","1.7","$65.59M","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/royt",
"PACD","Pacific Drilling S.A.","1.49","$31.71M","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pacd",
"PCG","Pacific Gas & Electric Co.","65.05","$33.24B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/pcg",
"PKG","Packaging Corporation of America","111.29","$10.48B","2000","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/pkg",
"PANW","Palo Alto Networks, Inc.","138.86","$12.75B","2012","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/panw",
"PAM","Pampa Energia S.A.","56.79","$4.17B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/pam",
"P","Pandora Media, Inc.","9.09","$2.2B","2011","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/p",
"PHX","Panhandle Royalty Company","23.7","$395.05M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/phx",
"PAR","PAR Technology Corporation","8.63","$136.34M","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/par",
"PGRE","Paramount Group, Inc.","15.23","$3.52B","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pgre",
"PKE","Park Electrochemical Corporation","18.21","$368.48M","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/pke",
"PK","Park Hotels & Resorts Inc.","27.01","$5.8B","2016","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/pk",
"PKD","Parker Drilling Company","1.35","$186.07M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pkd",
"PH","Parker-Hannifin Corporation","163.12","$21.72B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/ph",
"PKY","Parkway, Inc.","22.82","$1.14B","2016","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pky",
"PE","Parsley Energy, Inc.","27.95","$8.79B","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pe",
"PRE^F","PartnerRe Ltd.","25.42","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pre^f",
"PRE^G","PartnerRe Ltd.","27.06","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pre^g",
"PRE^H","PartnerRe Ltd.","28.8768","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pre^h",
"PRE^I","PartnerRe Ltd.","25.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pre^i",
"PRTY","Party City Holdco Inc.","15.35","$1.83B","2015","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/prty",
"PTHN","Patheon N.V.","34.86","$5.06B","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pthn",
"PN","Patriot National, Inc.","1.81","$48.61M","2015","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/pn",
"PAYC","Paycom Software, Inc.","68.23","$4.05B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/payc",
"PBF","PBF Energy Inc.","22.3","$2.45B","2012","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/pbf",
"PBFX","PBF Logistics LP","19.35","$809.88M","2014","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/pbfx",
"BTU","Peabody Energy Corporation","25.88","$2.52B","2017","Energy","Coal Mining","http://www.nasdaq.com/symbol/btu",
"PSO","Pearson, Plc","8.36","$6.87B","n/a","Consumer Services","Books","http://www.nasdaq.com/symbol/pso",
"PEB","Pebblebrook Hotel Trust","32.64","$2.27B","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/peb",
"PEB^C","Pebblebrook Hotel Trust","25.14","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/peb^c",
"PEB^D","Pebblebrook Hotel Trust","25.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/peb^d",
"PBA","Pembina Pipeline Corp.","32.85","$13.18B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pba",
"PGH","Pengrowth Energy Corporation","0.77","$425.24M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pgh",
"PEI","Pennsylvania Real Estate Investment Trust","11.11","$774.82M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pei",
"PEI^A","Pennsylvania Real Estate Investment Trust","25.39","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pei^a",
"PEI^B","Pennsylvania Real Estate Investment Trust","25.2629","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pei^b",
"PEI^C","Pennsylvania Real Estate Investment Trust","26.26","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pei^c",
"PFSI","PennyMac Financial Services, Inc.","17.1","$399.99M","2013","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/pfsi",
"PMT","PennyMac Mortgage Investment Trust","17.78","$1.19B","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pmt",
"PMT^A","PennyMac Mortgage Investment Trust","25.36","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pmt^a",
"PMT^B","PennyMac Mortgage Investment Trust","24.98","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pmt^b",
"PAG","Penske Automotive Group, Inc.","43.8","$3.77B","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/pag",
"PNR","Pentair plc.","66.61","$12.14B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/pnr",
"PEN","Penumbra, Inc.","87","$2.93B","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/pen",
"PEP","Pepsico, Inc.","113.74","$162.48B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/pep",
"PFGC","Performance Food Group Company","27.4","$2.84B","2015","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/pfgc",
"PKI","PerkinElmer, Inc.","68.67","$7.56B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/pki",
"PBT","Permian Basin Royalty Trust","8.93","$416.22M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pbt",
"PRGO","Perrigo Company","72.47","$10.39B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/prgo",
"PZE","Petrobras Argentina S.A.","11.5","$2.32B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pze",
"PTR","PetroChina Company Limited","61.31","$112.21B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ptr",
"PBR","Petroleo Brasileiro S.A.- Petrobras","8.04","$52.44B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pbr",
"PBR.A","Petroleo Brasileiro S.A.- Petrobras","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pbr.a",
"PQ","Petroquest Energy Inc","1.87","$39.68M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pq",
"PFE","Pfizer, Inc.","33.17","$197.95B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pfe",
"PGTI","PGT Innovations, Inc.","12.8","$632.6M","2006","Capital Goods","Building Products","http://www.nasdaq.com/symbol/pgti",
"PMC","Pharmerica Corporation","25.8","$802.24M","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/pmc",
"PHH","PHH Corp","13.98","$749.51M","2002","Finance","Diversified Financial Services","http://www.nasdaq.com/symbol/phh",
"PM","Philip Morris International Inc","117.21","$182.04B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/pm",
